loss,val_loss,acc,val_acc
0.5353855733464946,0.42655761983690227,0.7319041692624569,0.8250289685526333
0.4823791019814164,0.3832679426016242,0.7697013067813415,0.839320200688593
0.46085071127979965,0.37288721422055093,0.7841630367143746,0.8443414448724837
0.44572901595580927,0.42560020728017334,0.793167392661576,0.8173039782549157
0.4328009818144741,0.310282483345848,0.7999004355987259,0.8791039010050122
0.42376386196997573,0.3373106225501989,0.8049719975138571,0.8752414062014875
0.41400759190895875,0.3168556121451001,0.8100186683245898,0.8814213980620964
0.4047011806954489,0.344421531310087,0.8155133789714701,0.8594051759967752
0.3969771278275417,0.3048693311863675,0.8193466085889136,0.8802626499249329
0.3905146702855139,0.38665723338487207,0.821642812697429,0.84511394340037
0.3843423039028937,0.394444397422235,0.8264405724923657,0.8285052144605711
0.37736299358248043,0.43985593758664476,0.83,0.809578988118354
0.37178518431929974,0.4070314318344555,0.8326197884271215,0.8308227115176552
0.3665682523556207,0.32382144406293983,0.8350062227798087,0.8679026651677131
0.36123890890048466,0.33929310113410316,0.8372930927238037,0.8663576673061611
0.3571170250310168,0.3498027016178159,0.8405538270112959,0.8474314405955878
0.3542773000164364,0.3930886277778584,0.8407716241488192,0.8342989570111923
0.3498132406270645,0.40342635869427323,0.8430678282543673,0.8315952103908756
0.34489709584922174,0.3251346295498752,0.8458929682653293,0.8702201620175968
0.3426853188647939,0.36932345841464137,0.8469446173007992,0.8443414448264392
0.34076045288680573,0.3940790230908326,0.8481642812649953,0.8315952108052763
0.3365546383661889,0.3574021071851737,0.8486621032995546,0.8528389336290209
0.33294160589010136,0.3637735912379909,0.8512134411932892,0.848590189308308
0.33213004829576465,0.3489318398054432,0.8516241443669047,0.8551564313077061
0.327456087872488,0.3422196659055535,0.8538705662740412,0.8628814214442678
0.3247633220716226,0.4040093316033615,0.8563223397679854,0.8350714558383681
0.32412860561285095,0.3337001575379355,0.8554138145568435,0.864812668661852
0.3216175778541197,0.33061001349388747,0.8582825140056954,0.8609501739043718
0.3193559124233119,0.3267016686173929,0.8583696328547703,0.8640401700418766
0.318445878403485,0.40068855113898433,0.8582514001244556,0.8385477016542169
