loss,val_loss,acc,val_acc
0.5660200769009617,0.4700705714325225,0.7127815805893918,0.7825415219612313
0.49620013825108567,0.4073827313543425,0.7612943372788753,0.8346852066895363
0.46167874948831544,0.4314582071948024,0.7832047293077883,0.8010814987402157
0.4310985812572641,0.38075379233601564,0.7998382078377297,0.8381614519758729
0.4020160357745894,0.3948815261686847,0.816266334782347,0.8215527231972297
0.37809292593948873,0.3897479847044777,0.8279713752318705,0.8261877175646428
0.3597841786833824,0.46682918170742566,0.8385003111432188,0.7771340282601525
0.34053748400224687,0.4524854479631709,0.8466459240851079,0.7952877561895946
0.3263182841811628,0.43778347428031944,0.8546172993110438,0.8080339898424013
0.31322102924163253,0.4388536837235433,0.8598693217189696,0.8115102352898937
