loss,val_loss,acc,val_acc
0.6529301798167052,0.612161990960439,0.6195185185008579,0.6636111111111112
0.6195722686979506,0.6150445529090034,0.6592222222045616,0.6646111111111112
0.5966450473820721,0.5928886233435737,0.6762222222398828,0.6938333333333333
0.5799175653281036,0.5649260591930814,0.6945925926102532,0.7123333333333334
0.5595311647874338,0.5579091121355693,0.7158888888888889,0.7167222222222223
0.5467872372468312,0.565811335934533,0.7218518518695125,0.7166666666666667
0.5311056748407859,0.5750459835794237,0.7317777777954384,0.7098333333333333
0.5155430224736531,0.5902462467617459,0.7380000000176606,0.7071666666666667
0.4972400439845191,0.5696380079057481,0.7501481481481481,0.7123888888888888
0.4820607224305471,0.5772815731101566,0.7569259259259259,0.7097777777777777
0.4632267223287512,0.6343484449386597,0.7692222222398829,0.7194444444444444
0.44670343167693527,0.6155547822051578,0.7774074074250681,0.7131111111111111
0.42516241649345116,0.6345546230740018,0.7880740740564134,0.7117777777777777
0.4068872890207503,0.638278653383255,0.7947777777954385,0.7041111111111111
0.3912201134805326,0.7554406238926782,0.8062962963139569,0.7093333333333334
0.3738384689401697,0.6914821606212193,0.810666666649006,0.7035
0.3520895480403194,0.8099667822784847,0.8198888888712282,0.7056111111111111
0.339565929752809,0.7753350844118331,0.8296666666666667,0.7036666666666667
0.3285140209109695,0.7814375192059411,0.8322962962786357,0.7046666666666667
0.3144186977898633,0.8287609937455919,0.8392962962786357,0.6998333333333333
0.3056762886709637,0.8881390092637804,0.8415925925749319,0.7012222222222222
0.2929732782840729,1.0759913445578682,0.8511851852028458,0.706
0.2849451547198825,0.9793086000813378,0.8553333333156727,0.6952777777777778
0.2759267526909157,0.9513857756985559,0.8589629629806236,0.7011666666666667
0.26735837984968114,1.0498416861693065,0.8605185185185186,0.7058888888888889
0.2589646251731449,0.993216853539149,0.8642962962786357,0.6926111111111111
0.260447999936563,1.219137594011095,0.8651481481481481,0.7025555555555556
0.25397877932919394,1.2215355871783362,0.8665925925925926,0.7025555555555556
0.24517193523822006,1.1776985897752974,0.8705925925749319,0.7000555555555555
0.248461156413511,1.176141386297014,0.8718888888712283,0.6971111111111111
