loss,val_loss,acc,val_acc
0.5954530260410414,0.5543564012812991,0.6954600200101745,0.734701064075015
0.5249194797678027,0.5100458010701484,0.7503011002943477,0.7595804945274379
0.49572027546019054,0.511275877962979,0.7671831302133542,0.7592895965713787
0.47948528265834794,0.4880352255999289,0.7751240124918937,0.7668835642654827
0.4621756918057469,0.4762368605351873,0.7861779655875726,0.7748756028477379
0.44747263438365276,0.47385402327154036,0.7955171780256067,0.7768506468651918
0.430510394740441,0.48378602848806396,0.8051013534154282,0.7734211130683549
0.41884609198159967,0.484275715195785,0.8097658562463591,0.770343718900712
0.4035504719087585,0.4832226421524041,0.8178802539424906,0.7771874760774707
0.389455078451798,0.5011036441883358,0.8250250066331964,0.7783969991579269
0.37955339980348823,0.49868518930887595,0.8298221977307942,0.7786725866952461
0.3678274102781116,0.5061301112957518,0.8362933022998261,0.7675572226900406
0.35730407719995444,0.5282634084991079,0.8416518668242433,0.767587843528433
0.34747373085378286,0.5111015933052118,0.8463469900238435,0.7734058026487024
0.33955622755022535,0.5491090209115603,0.8503684650993363,0.761463676032452
0.3334104992425101,0.5379574786281637,0.8540837365076045,0.7725790400376575
0.32419052639338913,0.5426992453295376,0.8591565109171417,0.7641429993119437
0.3167481754668469,0.5492846944974026,0.862412476778337,0.7641583097306837
0.30978243396780913,0.5485012667554905,0.8662094024896724,0.7727321442250571
0.3062730998668974,0.5747536575566989,0.8681282789372288,0.7638061700996648
0.29852516239480353,0.5390464754767325,0.8713434176365481,0.7690576437274685
0.2927168302704457,0.5750914984130662,0.8750178618768567,0.7663476996104969
0.28843245206213186,0.5824679465203723,0.87636515809952,0.7684911582331777
0.2810965464123514,0.58760102871119,0.880345806026521,0.7705427543452439
0.27319711840165883,0.6362575280185426,0.8847551391209751,0.7627038199503882
0.26944944532621773,0.6351589383232478,0.8861330557147411,0.7660414912356979
0.265357537786234,0.6021586659810065,0.8884193765656436,0.762458853250549
0.2612118300452859,0.6531748427865078,0.8905628023712736,0.7651994182050005
0.25540119584711474,0.6224540329851911,0.8939004225598709,0.7638521013554284
0.2540731992724867,0.6251017167718234,0.8948700675750306,0.7533644645190172
