loss,val_loss,acc,val_acc
0.5835797109610181,0.5211066872566525,0.6982668871296709,0.7403748009513729
0.5262658134346996,0.5007969311329791,0.7471719902307407,0.7605030008500873
0.5017152012839471,0.4847377564695551,0.761756034393018,0.772138978490949
0.48348511830935015,0.4978937764630742,0.7740916686293828,0.764626628021035
0.46843818279976895,0.4840514908601337,0.7825953824494476,0.7723227044340006
0.45324536294028456,0.49571806233281507,0.7900929984277293,0.7677295553758701
0.4401028400793942,0.49376662058910664,0.7970132017469773,0.7679336953293585
0.42453097960046254,0.5033408710131896,0.803364741084997,0.7738333401258309
0.41336093407158536,0.5096247661915834,0.8079577963770395,0.7703629608337883
0.40182814028501235,0.5227435049898057,0.8138719018758843,0.7691789490728932
0.389184065206482,0.5335221881414888,0.8181937481898494,0.7714653166064742
0.37656539687255947,0.5446896275944754,0.8222356368620107,0.7661780917021028
0.3662447462603642,0.5558786087277442,0.8261550440506304,0.7662801616812805
0.3566410485959636,0.5849999962244146,0.8306343665447585,0.7694443310187552
0.3459270111046769,0.6035283561267416,0.833810136218983,0.7647695259894502
0.33868804753213094,0.5854193641600844,0.8382019719527852,0.7607275548213129
0.33059590755180157,0.6136693826755703,0.8397154930243785,0.7574817294858949
0.32155794724083525,0.6455199982173513,0.8434949213863603,0.7620340505523543
0.31258754965135316,0.6693201519599693,0.8464869688470049,0.7639121381692244
0.3045767187183373,0.6740114973840584,0.8513337357729859,0.7625035724419706
0.29855274006637145,0.650477688504196,0.8543170345412241,0.7552770179161877
0.29339676632537665,0.706819876284411,0.8545532488143368,0.7521128485787131
0.2885185129283533,0.7236703411325675,0.856766664043628,0.7620544645481898
0.28534882175434617,0.6945763269868783,0.8569591349240627,0.7609521087706369
0.27863331000574393,0.7576349645248308,0.8606248304870873,0.7574000734952521
0.2719542809870337,0.7921262935411739,0.8632319361628753,0.7585228432710741
0.26786683878081446,0.8479624317157937,0.8637831027984002,0.7609725227689059
0.26747874582477005,0.7773059566033718,0.8659790206658228,0.7590331931474944
0.2604972232910552,0.8924820552493098,0.8684986395823278,0.75929857509579
0.25846733081817197,0.884885399164811,0.8697059569667073,0.7584411872852984
